ID,DL_0,DL_1,DL_2,DL_3,DL_4,DL_5,DL_6,DL_7,DL_8,DL_9,DL_10,DL_11,DL_12,DL_13,DL_14,DL_15,DL_16,DL_17,DL_18,DL_19,DL_20,DL_21,DL_22,DL_23,DL_24,DL_25,DL_26,DL_27,DL_28,DL_29,DL_30,DL_31
5.nii.gz,-2.180086995689051,-0.09776225274188051,0.029959234904102676,0.005438107671493712,-0.01770906451775021,-0.0029543831101071045,2.440697835264741e-05,-0.004030953932981701,-0.001969786977948218,-0.0015410128402171587,0.0003820497625840242,0.0007681790605111628,-0.004750624556511955,-0.003259341103744863,0.00213407072751628,-0.0010002840782906538,0.0009576860957489166,-0.0020322218612186227,-0.0007317031482759774,0.00019893952416834545,0.0004243052332152429,-0.0013879591304159088,-0.0004935950217989173,0.00019767136246459722,0.0008358646217055114,-0.0005717593737328123,0.0006116471779169875,-0.0008248265594501962,0.0006801768206054392,0.0009900018621518403,0.00014444489088373663,0.0007087562792586013
186.nii.gz,-2.4186101317945474,0.022041598262228623,0.02077464977384158,-0.0005058971747482405,-0.0007840921632298011,0.01034403266716886,-0.0005478139851074336,-0.0005199129909825241,0.00543069188569919,0.00026257258303951254,0.000391100049570703,-0.0013858202806889051,0.0024214797115237607,0.0011150928007253528,0.001421950463890278,-4.11978093065368e-05,0.0008671531286735566,-0.0007652735708985596,-0.0015500020397515818,0.0008405881120185984,-0.0011256936604462403,0.002519140709999092,-0.00040779777591839876,-0.00013377572343104086,-0.0012261069023031788,-0.0007064405494946344,0.0005868140190245098,-0.00040197823532902097,0.00016571005541109884,0.00023776653022133568,0.00026113630681007103,-0.00028605898759375786
9.nii.gz,2.979396305721839,-0.025774350238924174,-0.045530293148265566,0.014590373684545466,-0.008990445674492089,-0.005450982051964962,0.0046063957784501465,-0.006861990791330889,-0.011202674911935275,0.00629992957318039,0.004101590197165317,-0.004066167496463554,0.007263367823759648,0.0018635939754741095,0.0022191169950771645,0.00406573380316812,-0.00023326699664123087,0.001585136602523562,-5.232484188464622e-05,-0.0007087331618025418,-8.287873321651683e-06,-0.00042286898396582767,-0.0035484921829064325,0.00040132795127831755,-0.00015398489246118882,0.001496397497854763,0.0004082460602250949,-0.002690746568530818,-0.0008220232144602778,-0.000750727763317035,0.0016250907778939418,-0.0009219024250348384
143.nii.gz,-1.6922290875634474,-0.04143996272094895,0.011836562021165327,0.0055552672253460006,-0.002977250708036516,0.012896413597133134,-0.0011320028173157635,0.0007473076194663539,0.0013263819758538586,0.002648249513627139,0.0032261785868481986,-0.0025528993028741697,-0.0023516317666029594,-0.0004746989117858586,0.0002448712326046568,0.003056255208446019,-0.000460360345421238,0.0007566412473028579,-0.0008248496218035816,0.0008770572442424606,-0.0006666319522046372,-0.001070931427083033,-0.00038064596786035765,-0.0016444010355783746,0.00017524224573674732,-0.0013921599016437623,-0.000390308321145087,-0.00037866233379982663,-0.00036233713546968507,-0.00026232316288826377,-0.000852965480212054,-9.431447833635618e-05
61.nii.gz,-1.144703234513626,-0.06284787209907296,0.009292139496747405,-0.013012390761363693,0.007490456035124868,-0.0018545262830255626,-0.005363888879909814,0.0014097103403717577,0.0025793547908316886,-0.006138021666692489,-0.006928508116701112,-0.0031432721938493197,-0.0011518917454772918,0.002926946692332052,0.0002646179221525044,0.000658949906172804,0.0019235840125026253,0.0007158664223293769,0.0013122553417158167,-0.0005218458661022262,0.001387410736206865,0.0008425391679926256,-0.0014680001130236145,-5.547395678693579e-05,0.0010511988237265819,0.0010137948580052946,0.0005539652581638039,-0.0007093150782308756,0.00041496491872398836,-0.0011765599995694066,-0.0002802459624752648,9.3792542594653e-05
120.nii.gz,-0.8749760536080138,-0.02978658293834951,-0.0005190248839471053,-0.00012349633199576002,0.008717534942707397,0.010431943539617218,0.0006209773646733387,0.007232810041522935,-0.0012686971841494356,0.003984007477170791,0.0024942077053545595,-0.00309014696787703,0.00043961878161170235,-0.001837947758071187,-0.001605542577393056,0.0005395702029066968,-0.0008572373619155827,0.0012774510916597987,-0.0006424523057688567,0.0013806839127823902,-0.0015449189007842158,-0.0012159280742693771,-0.0005120580379947602,-0.0021806082664838347,0.0015860885916134774,-0.0015064403204180703,-0.0020753131880271473,-7.798815778412093e-05,-0.0005544576438997465,-0.0005717597184128556,-0.0002843783871585398,-0.00034080505638862236
151.nii.gz,0.5478991281702463,0.07272547257412637,-0.032096587098039024,0.009097758745996406,0.005703694488662986,-0.003485574367071731,-0.003999852874069894,-0.0046568123150485296,5.9349683424913704e-05,-0.0015218571494304356,0.005074252602173464,0.004169727194514966,0.0026317054616045027,0.0006513935094552444,-0.0004909105212898904,0.000979712163347052,-0.00037669119232175093,-0.0009880665414245154,-0.0003152711805055384,0.002605805216811188,0.0008898428482654226,0.0004847593599456782,0.0017351198160841853,-0.002115245021439863,-0.001882152698029212,-0.00012930597812588177,0.0005668998595562174,0.0001752104255471489,0.0009227908221566578,0.0007470502683565193,-0.00026338257366331346,0.00065933489761463
10.nii.gz,1.4131022061317975,-0.007873979474263925,-0.030693352008367317,-0.002158906769442906,0.007865385390398367,-0.0034886369825696045,0.0014839797839696367,-0.0029532798959110342,0.0006956934655716635,0.00022784037715959483,-0.004088809005854309,0.0047571444875060265,-0.0019023288435071456,-0.001946251581769731,0.0012314476766226686,0.0018505398756460156,-9.207162526949774e-05,-0.0006849692670932387,-0.0005209760343078905,0.0008800243681261371,0.0012321859630969037,0.00043122728664402856,-0.0007391999271513723,0.00011057706743873417,-0.0006808012315409729,-0.0003686218837298234,0.0004747053171535519,0.00018001483407131138,0.0005527221072459393,0.00010269164196091872,-0.00015497739642231952,-0.000473252230712756
132.nii.gz,-1.2263773605979313,-0.02205730074554249,-0.0010527839497068334,0.01665311938586871,-0.004213997740656027,0.002828234339132176,-0.004745569942271522,0.00024364918463539828,0.001971341412434815,0.0039577981438658595,-0.0021903901376618693,-0.004131402691356745,5.0492494917667616e-05,0.004572461428360222,-0.003202179177337368,-0.001981324438506932,0.001725451243989352,-0.0015372944244142247,1.7103054619138417e-05,0.00018061119561894328,0.003614591651856773,0.0010981367988153504,-0.0006560250193920888,-6.145465611293041e-05,0.0003398910866950413,-0.00035506114312502333,0.0012030647650417834,0.0006966027937084494,0.00018016435494240822,-0.001444782452921846,-0.0006080520149081059,-0.0005130306949999299
73.nii.gz,-3.1238115071363617,-0.008324222530789554,0.037573762271486774,0.0031098037760627483,-0.014653692859195306,0.00429546103476164,0.0036260381730670466,-0.0060439855109525355,-0.0018403075256977293,-0.0007674041749922067,-0.003741271426452466,-0.00013088325435944238,-0.0014359855088201968,-5.572665582434624e-05,-0.0006459556123349195,0.001524825809266665,-0.0006618740701469711,-0.0009755112134156658,-8.814296570383954e-06,-0.00028187497471419444,-0.0005365434278913633,-0.00021677342015776396,0.0008877796379319598,-0.00029930883082469125,-4.669532067327234e-06,0.0005119431355815203,0.00032768097517310465,0.00031785506248547374,0.0004483296777389591,0.0012645036048062894,4.821758512769755e-05,0.0005472786171059057
