ID,DL_0,DL_1,DL_2,DL_3,DL_4,DL_5,DL_6,DL_7,DL_8,DL_9,DL_10,DL_11,DL_12,DL_13,DL_14,DL_15,DL_16,DL_17,DL_18,DL_19,DL_20,DL_21,DL_22,DL_23,DL_24,DL_25,DL_26,DL_27,DL_28,DL_29,DL_30,DL_31
5.nii.gz,-0.15454097894407334,0.0017665675921419836,-0.02723226212733618,-0.0022659968745105405,-0.0020994753604437486,0.004921319775961638,-0.002014722745062592,0.003276721085058293,-0.001887374679040933,0.0028985942564011937,0.0003951341270940465,0.0011329624855847549,-0.0020000941476063577,0.0028278032004780463,-0.004167590878189254,-0.0007150557552913097,0.000897344943961289,-0.0035364100860075087,0.0013368210801436228,0.0012813732836394799,0.0014223460460053156,-0.0008162747027501014,-0.00033773888264518906,0.0012018523358656849,-0.0008937335359828789,-0.0020476055949721775,0.0010596300914331091,0.0013346351021786581,0.0015495740783825927,0.0020693463375206105,0.0004586397167075715,0.0002612396521151215
186.nii.gz,-0.19628690081254932,0.005468126252562591,0.0028119677417971123,-0.003901242453987718,-0.0038616569142433726,0.0005781063727857686,-7.818399593541186e-06,0.0019544492704735164,-0.003816380468122528,-0.0016279810851042504,0.0009467954273778025,0.00230975352367979,0.0032313310110279616,-0.003940165677764782,0.002067307706800915,6.0655981063971606e-05,-0.0013281973615981062,-0.000811591822534791,-0.0009279856245387237,0.00058310274911032,-0.0009804336460682416,0.0004738187099057291,0.0008969271352475516,-0.0003592329353836678,2.6604938081307154e-05,-0.0006164216495129917,0.0007162935592208927,-3.186020273053094e-05,9.134091354620974e-05,-0.0007384141982129879,-0.0004385684993113801,3.4426809732426054e-05
9.nii.gz,0.20742590086379908,0.004948031500861503,0.013375231420573066,-3.094171181870893e-05,0.0031548604289837736,-0.0020649407296285064,-0.015812353008981095,0.006572424564850968,0.0021986497737995453,-4.223496858375331e-05,0.000113290638141787,-0.002078533564340245,0.005862461686635112,-0.003980510511399679,0.0034071973078191684,-0.0036610630182257265,-0.000813963696775186,-0.001579599793007837,0.0009712971925362379,0.0027739374720012248,0.00239589484677764,-0.004598622905500683,0.0016693935602198108,0.002465099083325563,0.00019186720406050436,0.004259261604684414,-0.0004301754655500484,0.0026643624258883523,-0.0001567501204155366,-0.002527599599313737,-0.0010114878159799066,0.00016377443256366357
143.nii.gz,-0.12645434805864142,-0.004892768618106933,0.0013179510231592414,-0.009244253181436483,0.009916002043637961,-0.004278817967049119,0.003229783459697569,0.0009049253260642745,-0.003979364592231484,-0.0023731319927519003,-0.0009138382730434081,0.00194141391797101,0.0063813386134338795,0.0014308460769919763,-0.00587784279087441,-0.00029970139014068374,0.0004774887861671135,-0.0020916185678506063,-0.000524021982118993,-0.0014053690242865576,0.0013030829423002,-0.0025333197045049323,0.003364042893713726,-0.0020885665752120993,-0.0009812929898380066,0.0033298509761049816,0.0003832043758334404,-0.0014460157480909838,-0.001549076103384764,-0.0006765664178060696,0.0008512121968005912,7.366580276018303e-05
61.nii.gz,-0.06556279349204629,-0.007644506205282255,-0.010112411664816265,-0.0006171738671558524,0.003256119803230115,0.0007044576428112034,0.012459599004283626,-0.0008110913546581455,-0.0002734912971444293,0.0024888346761543357,0.004249352929821015,-0.0026614551170018406,-0.004156979866795399,-0.0020891368608574653,0.0023773759768322355,0.0009316594019659273,0.00018325060899097043,-0.0004543571830433467,-0.0012509309062545195,0.0033821716436536536,-0.0016443159370204375,-0.0014333815602699481,-0.002317421515485072,0.0007272303466470892,-0.001700029384205708,-5.953144751808158e-05,-0.0008346685238494419,0.0005394140483194653,-0.000510368026913537,-0.0006517469806223544,0.000979291531806577,0.0001764579286754127
120.nii.gz,-0.08974665739491372,-0.009478986696054629,0.01769554861369111,-0.0033587449546223693,0.0002772394010610874,0.004984975476291614,-0.0012048912899688233,-0.005529542633398126,-0.010193932916898588,-0.004488277921160478,-0.0037980192483653475,0.0008254035452694527,0.0025745842994031303,0.0028504510018965384,-0.0026931437066566957,0.001648014171400752,-0.0023004578367258085,-0.0027675077061297525,0.0005062899244192499,-0.0010187666240122045,0.0004917709417927275,-0.0008090570680325672,-0.0014542711212513684,-0.0008020801372575728,0.002028599451474166,0.001038147477825471,0.0006220802026376882,-0.0003012157017170843,0.0008784321883250636,-0.00031937975651032856,-0.000644996644126615,0.0008109204349638605
151.nii.gz,0.051670617328323724,-0.015226127091459193,0.014828008461250848,-0.006562272102479699,0.001955329625190771,0.001716814812110218,-0.0057697146641570935,0.003112640650117297,0.004766005833470368,-0.006418266029598853,-0.001856766250744613,-0.0005706901611409564,0.006924956049204493,0.0005261867281052837,0.00010303488098176268,-0.0016957939529468346,0.0010313032916525508,0.0036525282297950796,-0.002391722448461494,-0.0016112279703456426,-0.0006790096736829297,0.0027440104224084358,-0.003790855314971122,-0.0015357773197488252,0.0031812974355026435,0.0015986276288707483,-0.0009532219345095761,0.000906012379235942,-0.0027251075806812314,-0.0012908149044655987,0.001449426196013621,0.0015922689547798441
10.nii.gz,0.1353017370666637,-0.019033342696109453,-0.006976718320885736,0.002095684395855002,-0.0012328174292184843,-0.0038117942371513956,-0.0033403181324022126,-0.0014935134505643817,0.004738206960563247,-0.0017288288143322908,-0.00033961268801615765,0.003240282758665284,-0.002181137891805119,0.0005863727129793724,0.0032591881390994877,-0.0003335500946255306,-0.0012906054517769648,-0.002270929340012168,-6.5523192094e-05,-0.0017832643083850429,-9.816643023852285e-05,0.0004164804396399987,-0.00031667253547524313,-0.0005350328077822643,0.0013736897094546808,0.0001392326845060627,-0.0006405690620852522,0.0004478592623943743,0.0010166137579455548,-0.00026215521603620225,-0.0007375936983928517,0.0007670191516252915
132.nii.gz,-0.06455103362860737,-0.005399383706574418,-0.0003295774820600947,-0.0025061810392155762,0.00909684719549877,-0.0035606105495329956,0.0006381941900482948,0.004957138176229581,-0.0054436881935604415,-0.0020166756383696994,-0.00020336095270750209,0.004889179702345434,-0.0012204819397228738,-0.0012677889082880094,0.0030495566183059595,-0.0028688901500246327,-0.0005150731751191759,0.0032728281133973277,8.63295909563373e-05,0.0031191417265822763,0.0003273417924038388,0.00027165373809252266,-0.00022928316154026892,-0.0014756701601607402,0.0019642571879069036,-0.0008974126428603459,-0.0007239792377057874,0.000977215101884055,0.001363488089451305,0.0009321207336492695,-0.0002983283362491059,-0.001529906260046744
73.nii.gz,-0.24088076980232237,0.013332368361620902,-0.018909735744599383,-0.010472175561035047,-0.000831967680912512,-0.004595487588722288,-0.004994189534253967,0.0009515808308909402,-0.0004283581110600548,-0.0005240990384746716,0.002171356611057813,0.00040303674476907227,0.0010057383034202292,0.0013031312476369083,0.001217380399257341,0.0013137653158081233,0.001199611113233418,-0.0028390835994221274,0.0011497673649571698,-0.001752767069300095,-0.0008164039464102739,0.0005788600061333032,0.001991661687058223,0.00035408955603917914,0.0003180436789248455,-0.0016602094136807949,-0.0015287118203281022,0.001703483136762622,0.0010332878849330356,-0.001133381111961594,0.00032356100920032235,0.0005113068482052529
